price,highway-mpg,city-mpg,peak-rpm,horsepower,compression-ratio,stroke,bore,engine-size,num-of-cylinders,curb-weight,height,width,length,wheel-base,normalized-losses,symboling,fuel-type_diesel,fuel-type_gas,aspiration_std,aspiration_turbo,num-of-doors_2.0,num-of-doors_4.0,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi,make_alfa-romero,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo,make,fuel-type,aspiration,body-style,drive-wheels,engine-location
16925.0,0.34210526315789475,0.2777777777777778,0.673469387755102,0.24766355140186916,8.8,2.8,3.5,0.17735849056603772,4,0.3518231186966641,0.5416666666666666,0.3846153846153845,0.5328358208955226,101.2,192.0,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,bmw,gas,std,sedan,rwd,front
20970.0,0.3157894736842105,0.2222222222222222,0.04081632653061224,0.3411214953271028,9.0,3.19,3.31,0.3886792452830189,6,0.474010861132661,0.5416666666666666,0.3846153846153845,0.5328358208955226,101.2,188.0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,bmw,gas,std,sedan,rwd,front
21105.0,0.3157894736842105,0.2222222222222222,0.04081632653061224,0.3411214953271028,9.0,3.19,3.31,0.3886792452830189,6,0.49534522885958104,0.5416666666666666,0.3846153846153845,0.5328358208955226,101.2,188.0,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,bmw,gas,std,sedan,rwd,front
24565.0,0.23684210526315788,0.19444444444444445,0.04081632653061224,0.3411214953271028,9.0,3.19,3.31,0.3886792452830189,6,0.6078355314197051,0.6583333333333338,0.5641025641025647,0.7149253731343285,103.5,122.0,1,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,bmw,gas,std,sedan,rwd,front
30760.0,0.15789473684210525,0.08333333333333333,0.5102040816326531,0.6261682242990654,8.0,3.39,3.62,0.5584905660377358,6,0.6757176105508146,0.6583333333333338,0.5641025641025647,0.7149253731343285,103.5,122.0,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,bmw,gas,std,sedan,rwd,front
41315.0,0.15789473684210525,0.08333333333333333,0.5102040816326531,0.6261682242990654,8.0,3.39,3.62,0.5584905660377358,6,0.7339022498060512,0.49166666666666714,0.6495726495726502,0.7865671641791048,103.5,122.0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,bmw,gas,std,sedan,rwd,front
36880.0,0.10526315789473684,0.05555555555555555,0.5102040816326531,0.6261682242990654,8.0,3.39,3.62,0.5584905660377358,6,0.7823894491854151,0.7083333333333334,0.9059829059829065,0.8343283582089553,110.0,122.0,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,bmw,gas,std,sedan,rwd,front
5151.0,0.9736842105263158,0.9444444444444444,0.3877551020408163,0.0,9.5,3.03,2.91,0.0,3,0.0,0.45000000000000046,0.0,0.0,88.4,121.0,2,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,chevrolet,gas,std,hatchback,fwd,front
6295.0,0.7105263157894737,0.6944444444444444,0.5102040816326531,0.102803738317757,9.6,3.11,3.03,0.10943396226415095,4,0.14972847168347556,0.35000000000000026,0.2820512820512823,0.22089552238805987,94.5,98.0,1,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,chevrolet,gas,std,hatchback,fwd,front
6575.0,0.7105263157894737,0.6944444444444444,0.5102040816326531,0.102803738317757,9.6,3.11,3.03,0.10943396226415095,4,0.16330488750969743,0.35000000000000026,0.2820512820512823,0.26417910447761217,94.5,81.0,0,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,chevrolet,gas,std,sedan,fwd,front
5572.0,0.6578947368421053,0.6666666666666666,0.5510204081632653,0.09345794392523364,9.41,3.23,2.97,0.10943396226415095,4,0.15050426687354537,0.25,0.2991452991452991,0.24179104477611965,93.7,118.0,1,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dodge,gas,std,hatchback,fwd,front
6377.0,0.5789473684210527,0.5,0.5510204081632653,0.09345794392523364,9.4,3.23,2.97,0.10943396226415095,4,0.15050426687354537,0.25,0.2991452991452991,0.24179104477611965,93.7,118.0,1,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dodge,gas,std,hatchback,fwd,front
7957.0,0.3684210526315789,0.3055555555555556,0.5510204081632653,0.2523364485981308,7.6,3.39,3.03,0.13962264150943396,4,0.2482544608223429,0.25,0.2991452991452991,0.24179104477611965,93.7,118.0,1,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dodge,gas,turbo,hatchback,fwd,front
6229.0,0.5789473684210527,0.5,0.5510204081632653,0.09345794392523364,9.4,3.23,2.97,0.10943396226415095,4,0.18580294802172226,0.2333333333333337,0.2991452991452991,0.24179104477611965,93.7,148.0,1,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dodge,gas,std,hatchback,fwd,front
6692.0,0.5789473684210527,0.5,0.5510204081632653,0.09345794392523364,9.4,3.23,2.97,0.10943396226415095,4,0.1943366951124903,0.2333333333333337,0.2991452991452991,0.24179104477611965,93.7,148.0,1,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dodge,gas,std,sedan,fwd,front
7609.0,0.5789473684210527,0.5,0.5510204081632653,0.09345794392523364,9.4,3.23,2.97,0.10943396226415095,4,0.1943366951124903,0.2333333333333337,0.2991452991452991,0.24179104477611965,93.7,148.0,1,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dodge,gas,std,sedan,fwd,front
8558.0,0.3684210526315789,0.3055555555555556,0.5510204081632653,0.2523364485981308,7.6,3.39,3.03,0.13962264150943396,4,0.2726920093095423,0.2333333333333337,0.2991452991452991,0.24179104477611965,93.7,148.0,1,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dodge,gas,turbo,sedan,fwd,front
8921.0,0.3684210526315789,0.3055555555555556,0.3469387755102041,0.18691588785046728,8.5,3.46,3.34,0.23018867924528302,4,0.4061287820015516,1.0,0.3675213675213672,0.5,103.3,110.0,-1,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dodge,gas,std,wagon,fwd,front
12964.0,0.21052631578947367,0.16666666666666666,0.3469387755102041,0.4532710280373832,7.0,3.9,3.6,0.3584905660377358,4,0.5131885182311869,0.20000000000000048,0.5128205128205127,0.4791044776119402,95.9,145.0,3,False,True,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,dodge,gas,turbo,hatchback,fwd,front
6479.0,1.0,1.0,0.2653061224489796,0.04672897196261682,9.6,3.41,2.91,0.1169811320754717,4,0.08727695888285493,0.25,0.30769230769230776,0.05223880597014925,86.6,137.0,2,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,honda,gas,std,hatchback,fwd,front
6855.0,0.5789473684210527,0.5,0.7551020408163265,0.1308411214953271,9.2,3.41,2.91,0.1169811320754717,4,0.12839410395655548,0.25,0.30769230769230776,0.05223880597014925,86.6,137.0,2,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,honda,gas,std,hatchback,fwd,front
5399.0,0.6842105263157895,0.6944444444444444,0.5510204081632653,0.056074766355140186,10.1,3.07,2.91,0.06792452830188679,4,0.13537626066718386,0.40000000000000036,0.3162393162393164,0.13283582089552248,93.7,101.0,1,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,honda,gas,std,hatchback,fwd,front
6529.0,0.47368421052631576,0.4722222222222222,0.7551020408163265,0.1308411214953271,9.2,3.41,2.91,0.1169811320754717,4,0.17532971295577968,0.40000000000000036,0.3162393162393164,0.13283582089552248,93.7,101.0,1,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,honda,gas,std,hatchback,fwd,front
7129.0,0.47368421052631576,0.4722222222222222,0.7551020408163265,0.1308411214953271,9.2,3.41,2.91,0.1169811320754717,4,0.18153607447633824,0.40000000000000036,0.3162393162393164,0.13283582089552248,93.7,101.0,1,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,honda,gas,std,hatchback,fwd,front
7295.0,0.47368421052631576,0.4722222222222222,0.7551020408163265,0.1308411214953271,9.2,3.41,2.91,0.1169811320754717,4,0.20248254460822343,0.5583333333333336,0.3162393162393164,0.33283582089552255,96.5,110.0,0,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,honda,gas,std,sedan,fwd,front
7295.0,0.47368421052631576,0.4722222222222222,0.7551020408163265,0.1308411214953271,9.2,3.41,2.92,0.1169811320754717,4,0.20791311093871218,0.875,0.30769230769230776,0.23880597014925373,96.5,78.0,0,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,honda,gas,std,wagon,fwd,front
7895.0,0.4473684210526316,0.3888888888888889,0.673469387755102,0.17757009345794392,9.0,3.58,3.15,0.18490566037735848,4,0.29014740108611325,0.4583333333333333,0.4188034188034192,0.39402985074626873,96.5,106.0,0,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,honda,gas,std,hatchback,fwd,front
9095.0,0.4473684210526316,0.3888888888888889,0.673469387755102,0.17757009345794392,9.0,3.58,3.15,0.18490566037735848,4,0.31070597362296354,0.4583333333333333,0.4188034188034192,0.39402985074626873,96.5,106.0,0,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,honda,gas,std,hatchback,fwd,front
8845.0,0.4473684210526316,0.3888888888888889,0.673469387755102,0.17757009345794392,9.0,3.58,3.15,0.18490566037735848,4,0.3165244375484872,0.5250000000000004,0.4188034188034192,0.5119402985074628,96.5,85.0,0,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,honda,gas,std,sedan,fwd,front
10295.0,0.4473684210526316,0.3888888888888889,0.673469387755102,0.17757009345794392,9.0,3.58,3.15,0.18490566037735848,4,0.34290147401086113,0.5250000000000004,0.18803418803418823,0.5119402985074628,96.5,85.0,0,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,honda,gas,std,sedan,fwd,front
12945.0,0.3157894736842105,0.3055555555555556,0.673469387755102,0.24766355140186916,9.0,3.58,3.15,0.18490566037735848,4,0.37897595034910786,0.5250000000000004,0.4188034188034192,0.5119402985074628,96.5,85.0,0,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,honda,gas,std,sedan,fwd,front
10345.0,0.39473684210526316,0.3333333333333333,0.5510204081632653,0.24299065420560748,9.1,3.58,3.15,0.18490566037735848,4,0.31225756400310317,0.2666666666666669,0.4871794871794873,0.417910447761194,96.5,107.0,1,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,honda,gas,std,sedan,fwd,front
6785.0,0.34210526315789475,0.3055555555555556,0.2653061224489796,0.14018691588785046,8.5,3.23,3.31,0.18867924528301888,4,0.32932505818463925,0.47500000000000026,0.12820512820512817,0.4417910447761193,94.3,122.0,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,isuzu,gas,std,sedan,rwd,front
11048.0,0.34210526315789475,0.3055555555555556,0.3469387755102041,0.19626168224299065,9.2,3.23,3.43,0.2188679245283019,4,0.48332040341349886,0.3000000000000001,0.4188034188034192,0.4701492537313433,96.0,122.0,2,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,isuzu,gas,std,hatchback,rwd,front
32250.0,0.07894736842105263,0.05555555555555555,0.24489795918367346,0.5981308411214953,8.1,4.17,3.63,0.7433962264150943,6,1.0,0.4166666666666667,0.7948717948717945,0.8731343283582089,113.0,145.0,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,jaguar,gas,std,sedan,rwd,front
35550.0,0.07894736842105263,0.05555555555555555,0.24489795918367346,0.5981308411214953,8.1,4.17,3.63,0.7433962264150943,6,1.0,0.4166666666666667,0.7948717948717945,0.8731343283582089,113.0,122.0,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,jaguar,gas,std,sedan,rwd,front
36000.0,0.02631578947368421,0.0,0.3469387755102041,1.0,11.5,2.76,3.54,1.0,12,0.9550038789759504,0.0,0.8803418803418799,0.7552238805970148,102.0,122.0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,jaguar,gas,std,sedan,rwd,front
5195.0,0.39473684210526316,0.4722222222222222,0.3469387755102041,0.09345794392523364,9.0,3.15,3.03,0.11320754716981132,4,0.15593483320403415,0.5250000000000004,0.33333333333333376,0.26865671641791045,93.1,104.0,1,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,mazda,gas,std,hatchback,fwd,front
6095.0,0.5789473684210527,0.5,0.3469387755102041,0.09345794392523364,9.0,3.15,3.03,0.11320754716981132,4,0.15981380915438323,0.5250000000000004,0.33333333333333376,0.26865671641791045,93.1,104.0,1,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,mazda,gas,std,hatchback,fwd,front
6795.0,0.5789473684210527,0.5,0.3469387755102041,0.09345794392523364,9.0,3.15,3.03,0.11320754716981132,4,0.1617532971295578,0.5250000000000004,0.33333333333333376,0.26865671641791045,93.1,104.0,1,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,mazda,gas,std,hatchback,fwd,front
6695.0,0.5789473684210527,0.5,0.3469387755102041,0.09345794392523364,9.0,3.15,3.03,0.11320754716981132,4,0.17726920093095422,0.5250000000000004,0.33333333333333376,0.38358208955223905,93.1,113.0,1,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,mazda,gas,std,sedan,fwd,front
7395.0,0.5789473684210527,0.5,0.3469387755102041,0.09345794392523364,9.0,3.15,3.08,0.11320754716981132,4,0.1792086889061288,0.5250000000000004,0.33333333333333376,0.38358208955223905,93.1,113.0,1,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,mazda,gas,std,sedan,fwd,front
10945.0,0.18421052631578946,0.1111111111111111,0.7551020408163265,0.24766355140186916,9.4,3.255422885572139,3.3297512437810943,0.033962264150943396,2,0.3460046547711404,0.15000000000000036,0.4615384615384619,0.4164179104477613,95.3,150.0,3,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,mazda,gas,std,hatchback,rwd,front
11845.0,0.18421052631578946,0.1111111111111111,0.7551020408163265,0.24766355140186916,9.4,3.255422885572139,3.3297512437810943,0.033962264150943396,2,0.3460046547711404,0.15000000000000036,0.4615384615384619,0.4164179104477613,95.3,150.0,3,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,mazda,gas,std,hatchback,rwd,front
13645.0,0.18421052631578946,0.1111111111111111,0.7551020408163265,0.24766355140186916,9.4,3.255422885572139,3.3297512437810943,0.033962264150943396,2,0.34794414274631497,0.15000000000000036,0.4615384615384619,0.4164179104477613,95.3,150.0,3,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,mazda,gas,std,hatchback,rwd,front
